UniqueKey,Date_Test,TesterInitial,Bck_Consent,Bck_UsedService,Bck_Test_Self,Bck_Test_Friends,Bck_Test_Others,Bck_Test_Unk,Bck_Gender,Bck_SubstanceType,Bck_Description,Bck_Sub_Onsite,Bck_Sub_Offsite,Bck_Sub_GroundFind,Bck_Sub_Medical,Bck_Sub_Security,Bck_Sub_Online,Bck_Belief,Bck_Belief_Other,Raman_Consent,Raman_Result_1,Raman_Result_1_clean,Raman_Result_1_Other,Raman_Result_1_Other_clean,Raman_Result_2,Raman_Result_2_clean,Raman_Result_2_Other,Raman_Result_2_Other_clean,Raman_Result_3,Raman_Result_3_clean,Raman_Result_3_Other,Raman_Result_3_Other_clean,Raman_Result_4,Raman_Result_4_clean,Raman_Result_4_Other,Raman_Result_4_Other_clean,MachineCode,Howmany,Fentanyl_Conset,FTIR,Raman,Comments,Positive,Negative,UniqueCode,Color_Consent,Color_Result,Color_Result_2C,Color_Result_Other,Discard_YesMass_Before,Wereyousurprisedbythisresult,Areyousatisfiedwiththedrugcheckingprocess,Basedontheresultwhatwillyoudowithyourdrug,Mass_Comments,Data Entry
48,2017-08-10,RA,0,2,Yes,Yes,No,No,0,1,dark black/brown crystal,Yes,No,No,No,No,No,0,,Yes,MDMA,MDMA,,,,,,,,,,,,,,,2,3,Yes,Yes,No,potential precursor of saffron,No,Yes,2642,No,,,,1,1,0,0,,Emily 
49,2017-08-10,RA,0,2,Yes,Yes,No,No,0,1,tan crystals,Yes,No,No,No,No,No,0,,Yes,MDMA,MDMA,,,,,,,,,,,,,,,2,3,Yes,Yes,No,,No,Yes,2643,No,,,,1,0,0,0,,Emily 
50,2017-08-10,RA,0,2,Yes,Yes,No,No,0,0,grey crystals in a black baggy with skulls,Yes,No,No,No,No,No,0,,Yes,MDMA,MDMA,,,,,,,,,,,,,,,2,1,Yes,Yes,No,,No,Yes,2647,No,,,,1,1,0,2,,Emily 
51,2017-08-10,TE,0,2,Yes,Yes,No,No,0,3,white tab,No,Yes,No,No,No,No,1,,No,,,,,,,,,,,,,,,,,,1,No,No,No,,No,No,2652,Yes,0,,,1,1,0,0,,Emily 
52,2017-08-10,AQ,0,2,Yes,No,No,No,1,0,black rock/crystal,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,3,,Yes,Yes,No,,No,Yes,2553,No,,,,1,0,0,0,,Emily 
53,2017-08-10,AQ,0,2,Yes,No,Yes,No,1,2,pink pill no stamp,Yes,No,No,No,No,No,0,,Yes,7,OTHER,,,,,,,,,,,,,,,3,2,Yes,Yes,No,lots of fillers - all sugars 5-10% of MDA,No,Yes,2554,No,,,,1,0,0,7,,Emily 
54,2017-08-10,AQ,0,2,Yes,No,No,No,0,0,dark grey fine crystal in a purple bag,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,3,,Yes,Yes,No,,No,Yes,2561,No,,,,1,1,0,0,,Emily 
55,2017-08-10,GF,0,2,Yes,No,Yes,No,1,1,brownish crystals,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,4,1,Yes,Yes,No,,No,Yes,2566,No,,,,1,1,,0,,Emily 
56,2017-08-10,AQ,0,2,Yes,No,No,No,0,1,tan/brown fine crystal,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,3,,Yes,Yes,No,,No,Yes,2585,No,,,,1,1,0,0,,Emily 
57,2017-08-10,AQ,0,2,Yes,Yes,No,No,1,0,white powder in a red bag,Yes,No,No,No,No,No,3,,Yes,7,OTHER,,,3,COCAINE,,,,,,,,,,,,2,Yes,Yes,No,7. benzocaine,No,Yes,2602,No,,,,1,0,0,0,,Emily 
58,2017-08-10,AQ,0,2,Yes,Yes,No,No,1,0,grey crystal in a ying yang bag,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,3,2,Yes,Yes,No,,No,Yes,2600,No,,,,1,1,0,0,,Emily 
59,2017-08-10,GF,0,0,Yes,No,No,No,1,0,tan fine crystal,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,2607,No,,,,1,1,0,2,,Emily 
60,2017-08-10,GF,0,0,Yes,No,Yes,No,0,1,white powder,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,4,1,Yes,Yes,No,,No,Yes,2577,No,,,,1,1,0,0,,Emily 
61,2017-08-10,GF,0,0,Yes,No,Yes,No,0,1,tan powder,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,7,OTHER,SUGAR,CARBOHYDRATES,,,,,,,,,4,1,Yes,Yes,No,,No,Yes,2575,No,,,,1,0,0,0,,Emily 
62,2017-08-10,MF,0,2,Yes,No,Yes,No,0,1,tan powder fine crystals,Yes,No,No,No,No,No,0,,Yes,2,MDA,,,,,,,,,,,,,,,4,2,Yes,Yes,No,,No,Yes,2539,No,,,,1,1,,0,,Emily 
63,2017-08-10,GF,0,2,Yes,No,No,No,0,0,white fine powder/crystal,Yes,No,No,No,No,No,3,,Yes,3,COCAINE,,,7,OTHER,PHENIBUT,PHENIBUT,,,,,,,,,4,2,Yes,Yes,No,,No,Yes,2538,No,,,,1,0,0,7,,Emily 
64,2017-08-10,GF,0,2,Yes,No,No,No,0,1,tan granule/powder,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,4,,Yes,Yes,No,some impurities detected,No,Yes,2511,No,,,,1,0,0,2,,Emily 
65,2017-08-10,GF,0,2,Yes,No,No,No,1,0,pink/white crystals,No,No,Yes,No,No,No,11,,Yes,6,KETAMINE,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,2508,No,,,,1,0,0,2,,Emily 
66,2017-08-10,RA,0,2,Yes,No,No,No,0,1,large capsule of white crystals,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,2495,No,,,,1,1,0,0,,Emily 
67,2017-08-10,GF,0,2,Yes,No,No,No,0,1,purple/tan granules,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,7,OTHER,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,2875,No,,,,1,0,0,0,,Emily 
68,2017-08-10,GF,0,2,Yes,No,Yes,No,0,1,tan crystals,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,4,3,Yes,Yes,No,,No,Yes,2541,No,,,,1,0,0,4,,Emily 
69,2017-08-10,GF,0,2,Yes,No,No,No,0,0,white powder,Yes,No,No,No,No,No,3,,Yes,3,COCAINE,,,7,OTHER,CAFFEINE,CAFFEINE,,,,,,,,,4,,Yes,Yes,No,,No,Yes,2512,No,,,,1,0,0,2,,Emily 
70,2017-08-10,JE,0,2,Yes,Yes,No,No,1,0,white powder in a ying yang bag,Yes,No,No,No,No,No,3,,Yes,COCAINE,COCAINE,,,,,,,,,,,,,,,2,2,Yes,Yes,No,no detectable cut,No,Yes,2603,No,,,,1,1,0,1,,Emily 
71,2017-08-10,IG,0,0,Yes,Yes,No,No,0,1,tan crystals wiht brown specs,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,1,1,Yes,Yes,No,,No,Yes,2579,No,,,,1,0,0,0,,Emily 
72,2017-08-10,IG,0,0,Yes,Yes,No,No,1,1,white powder,Yes,No,No,No,No,No,0,,Yes,2,MDA,,,,,,,,,,,,,,,1,1,Yes,Yes,No,,No,Yes,2580,No,,,,1,0,0,0,,Emily 
73,2017-08-10,IGAM,0,0,Yes,No,Yes,No,1,0,brownish grey chunky crystals,No,Yes,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,1,1,Yes,Yes,No,,No,Yes,2570,No,,,,1,0,0,0,,Emily 
74,2017-08-10,EGAM,0,2,Yes,No,No,No,0,0,off white crystals (chunky),Yes,No,No,No,No,No,0,,Yes,MDMA,MDMA,,,,,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,2546,No,,,,1,1,0,0,,Emily 
75,2017-08-10,EGAM,0,2,Yes,No,Yes,No,0,0,white shards/crystals in a purple bag,Yes,No,No,No,No,No,2,,Yes,KETAMINE,KETAMINE,,,,,,,,,,,,,,,1,1,Yes,Yes,No,,No,Yes,2536,No,,,,1,1,0,0,,Emily 
76,2017-08-10,EGAM,0,2,Yes,No,Yes,No,0,0,white powder,Yes,No,No,No,No,No,3,,Yes,COCAINE,COCAINE,,,INUSITOL,OTHER,,INOSITOL,,,,,,,,,1,1,Yes,Yes,No,,No,Yes,2534,No,,,,1,1,0,0,,Emily 
77,,EGAM,0,2,Yes,No,Yes,No,0,0,yellow white crystal wiht green aliens,Yes,No,No,No,No,No,2,,Yes,KETAMINE,KETAMINE,,,,,,,,,,,,,,,1,1,Yes,Yes,No,,No,Yes,2535,No,,,,1,1,0,0,,Emily 
78,2017-08-10,JEAM,0,0,Yes,Yes,Yes,No,0,0,,Yes,No,No,No,No,No,2,,Yes,KETAMINE HCL,KETAMINE,,,,,,,,,,,,,,,1,,No,Yes,No,,No,No,2516,No,,,,1,1,0,0,,Emily 
79,2017-08-10,JEAM,0,0,Yes,Yes,Yes,No,0,5,,Yes,No,No,No,No,No,7,,Yes,GHB,OTHER,,GHB,,,,,,,,,,,,,1,,No,Yes,No,,No,No,2515,No,,,,1,1,0,0,,Emily 
80,2017-08-10,AQ,0,0,Yes,Yes,No,No,1,0,bag with a cream substance,Yes,No,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,3,6,No,Yes,No,,No,No,2506,No,,,,1,0,0,0,,Emily 
81,2017-08-10,AQ,0,0,Yes,Yes,No,No,1,1,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,3,6,Yes,Yes,No,,No,Yes,2504,No,,,,1,0,0,0,,Emily 
82,2017-08-10,AQ,0,2,Yes,Yes,No,No,1,0,,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,3,1,Yes,Yes,No,,No,Yes,2529,No,,,,1,1,0,0,,Emily 
83,2017-08-10,AQ,0,2,Yes,Yes,No,No,1,0,Blue bag with white crystals,No,Yes,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,3,1,Yes,Yes,No,,No,Yes,2522,No,,,,1,1,1,0,,Emily 
84,2017-08-10,AQ,0,2,Yes,Yes,No,No,1,0,,No,Yes,No,No,No,No,2,,Yes,6,KETAMINE,,,,,,,,,,,,,,,3,1,Yes,Yes,No,,No,Yes,2521,No,,,,1,1,0,0,,Emily 
85,2017-08-10,AQ,0,0,Yes,No,No,No,1,1,dark brown fine crystal,Yes,No,No,No,No,No,0,,Yes,MDMA,MDMA,,,,,,,,,,,,,,,3,,Yes,Yes,No,no detectable cuts,No,Yes,2545,No,,,,1,1,0,0,,Emily 
86,2017-08-10,AQ,0,0,Yes,Yes,No,No,0,0,brown crystal,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,,,,,,,,,,,,,3,,Yes,Yes,No,,No,Yes,2550,No,,,,1,0,0,0,,Emily 
87,2017-08-10,,0,0,Yes,No,Yes,No,0,0,purple brownish rock,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,7,OTHER,,,,,,,,,,,,3,Yes,Yes,No,,No,Yes,2936,No,,,,,1,0,0,,Emily 
88,2017-08-10,,0,2,Yes,No,Yes,No,1,0,chunky brown/tan rock,Yes,No,No,No,No,No,0,,No,1,MDMA,,,7,OTHER,PRECURSOR,PRECURSOR,,,,,,,,,,1,No,No,No,,No,No,2444,No,,,,,1,0,2,,Emily 
89,2017-08-10,,0,2,Yes,No,No,No,0,1,brownish crystal powder,Yes,No,No,No,No,No,0,,Yes,1,MDMA,,,7,OTHER,SILICON POWDER,query SILICON POWDER,,,,,,,,,,11,Yes,Yes,No,,No,Yes,2971,No,,,,,1,0,0,,Emily 
90,2017-08-10,IG,0,0,Yes,No,No,No,1,1,fine white powder,Yes,No,No,No,No,No,0,,Yes,MDMA,MDMA,,,,,,,,,,,,,,,2,8,Yes,Yes,No,,No,Yes,2499,No,,,,1,0,0,0,,Emily 
91,2017-08-10,IG,0,2,Yes,No,No,No,0,1,light purple crystal in gel caps,Yes,No,No,No,No,No,0,,Yes,MDMA,MDMA,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,2517,No,,,,1,1,0,0,,Emily 
92,2017-08-10,IG,0,2,Yes,Yes,No,No,1,0,gel cap with white powder,No,Yes,No,No,No,No,,,Yes,MDMA,MDMA,,,7,OTHER,SUGAR,CARBOHYDRATES,,,,,,,,,2,1,Yes,Yes,No,,No,Yes,2527,No,,,,1,0,0,5,,Emily 
93,2017-08-10,IGAM,0,0,Yes,No,Yes,No,1,0,,No,Yes,No,No,No,No,3,,Yes,BENZOCAINE,OTHER,,BENZOCAINE,COCAINE,COCAINE,,,,,,,,,,,1,1,Yes,Yes,No,,No,Yes,2569,No,,,,1,1,0,0,,Emily 
94,2017-08-10,AM,0,2,Yes,No,Yes,No,0,0,brown crystal,Yes,No,No,No,No,No,0,,Yes,MDMA,MDMA,,,,,,,,,,,,,,,1,1,Yes,Yes,No,,No,Yes,2565,No,,,,1,1,0,0,,Emily 
95,2017-08-10,RA,0,2,Yes,No,Yes,No,0,0,yellow shards/crystals in a baggy with blue stars,Yes,No,No,No,No,No,10,,Yes,DMT,OTHER,,DMT,,,,,,,,,,,,,1,2,No,Yes,No,,No,No,2542,No,,,,1,1,0,,,Emily 
96,2017-08-10,EGAM,0,0,Yes,Yes,No,No,0,0,clear/white chunky crystals,No,Yes,No,No,No,No,0,,Yes,MDA,MDA,,,,,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,2552,No,,,,1,1,0,0,,Emily 
97,2017-08-10,EGAM,0,0,Yes,Yes,No,No,0,0,clear white chunky crystals,Yes,No,No,No,No,No,2,,Yes,KETAMINE,KETAMINE,,,MSM,OTHER,,MSM,,,,,,,,,1,,Yes,Yes,No,,No,Yes,2551,No,,,,1,1,0,0,,Emily 
98,2017-08-10,IG,0,0,Yes,No,No,No,1,0,chunky brown and purple crystal in glass vile,No,Yes,No,No,No,No,0,,Yes,MDMA,MDMA,,,,,,,,,,,,,,,2,,Yes,Yes,No,small amount of unidentified starch or sugar,No,Yes,2560,No,,,,1,1,0,0,,Emily 
99,2017-08-10,IG,0,2,Yes,Yes,No,No,1,2,blue pressed tab round biconvex superman stamp red dice baggy,No,Yes,No,No,No,No,0,,Yes,MDMA,MDMA,,,,,,,,,,,,,,,2,,Yes,Yes,No,very low concentration of mdma wiht lots of filler,No,Yes,2526,No,,,,1,0,0,7,,Emily 
100,2017-08-10,IG,0,2,Yes,Yes,No,No,1,0,,No,Yes,No,No,No,No,3,,Yes,COCAINE,COCAINE,,,OTHER,OTHER,SUGAR,CARBOHYDRATES,,,,,,,,,2,,Yes,Yes,No,,No,Yes,2525,No,,,,1,1,0,0,,Emily 
101,2017-08-10,IG,0,2,Yes,Yes,No,No,1,0,"red backgroud with yellow mushrooms baggie, large white crystal",No,Yes,No,No,No,No,0,,Yes,MDA,MDA,,,,,,,,,,,,,,,2,1,Yes,Yes,No,,No,Yes,2523,No,,,,1,0,0,2,,Emily 
102,2017-08-10,IG,0,2,Yes,Yes,No,No,1,0,white clumpy powder (ground score),Yes,No,No,No,No,No,11,,Yes,MDMA,MDMA,,,,,,,,,,,,,,,2,1,No,Yes,No,benzoic acid smell,No,Yes,2524,No,,,,1,0,0,5,,Emily 
103,2017-08-10,JE,0,2,Yes,No,Yes,No,1,0,8 ball bag,Yes,No,No,No,No,No,3,,Yes,COCAINE,COCAINE,,,,,,,,,,,,,,,2,7,Yes,Yes,No,no identifiable cuts,No,Yes,2557,No,,,,1,1,0,0,,Emily 
104,2017-08-10,JE,0,2,Yes,No,Yes,No,1,1,white powder,Yes,No,No,No,No,No,0,,Yes,MDMA,MDMA,,,,,,,,,,,,,,,2,7,Yes,Yes,No,sodium detected,No,Yes,2559,No,,,,1,1,0,0,,Emily 
105,2017-08-10,JE,0,2,Yes,No,Yes,No,0,0,off white fine crystal with red lip baggy,No,Yes,No,No,No,No,2,,Yes,KETAMINE,KETAMINE,,,,,,,,,,,,,,,2,1,Yes,Yes,No,no detectable cuts,No,Yes,2574,No,,,,1,1,0,5,,Emily 
106,2017-08-10,JE,0,0,Yes,No,Yes,No,0,0,tan powder,Yes,No,No,No,No,No,0,,Yes,MDMA,MDMA,,,,,,,,,,,,,,,2,1,Yes,Yes,No,no detectable cuts,No,Yes,2584,No,,,,1,1,0,0,,Emily 
107,2017-08-10,SB,0,2,Yes,Yes,Yes,No,0,0,,No,Yes,No,No,No,No,0,,Yes,MDMA,MDMA,,,MDA,MDA,,,,,,,,,,,5,6,Yes,No,Yes,50% MDMA and 50% MDA,No,Yes,2739,No,,,,1,1,0,,,Emily 
108,2017-08-11,KL,0,0,Yes,Yes,No,No,0,1,fine white powder in gel cap,Yes,No,No,No,No,No,0,,Yes,MDMA,MDMA,,,,,,,,,,,,,,,1,,Yes,Yes,No,,No,Yes,2789,No,,,,1,1,0,0,,Emily 
109,2017-08-11,MW,0,2,No,Yes,No,No,1,0,natural version of MDMA crystals,Yes,No,No,No,No,No,0,,Yes,MDMA,MDMA,,,,,,,,,,,,,,,1,1,Yes,Yes,No,,No,Yes,2794,No,,,,1,1,0,0,,Emily 
110,2017-08-11,KL,0,0,Yes,Yes,No,No,0,0,white rocky crystals,No,No,No,No,No,No,0,,Yes,MDA,MDA,,,,,,,,,,,,,,,1,,Yes,No,No,,No,Yes,2790,No,,,,1,1,0,,,Emily 
111,2017-08-11,KL,0,0,No,No,No,No,0,0,rocky white powder,Yes,No,No,No,No,No,3,,Yes,COCAINE,COCAINE,,,,,,,,,,,,,,,1,,No,Yes,No,,No,No,2791,No,,,,1,1,0,0,,Emily 
112,2017-08-10,IGAM,0,2,Yes,No,No,No,1,1,grey powder,No,Yes,No,No,No,No,0,,Yes,MDMA,MDMA,,,SURCOSE,OTHER,,CARBOHYDRATES,,,,,,,,,3,,Yes,Yes,No,,No,Yes,2964,No,,,,1,1,0,0,,Emily 
113,2017-08-10,TT,0,0,Yes,No,No,No,1,3,om symbol,No,Yes,No,No,No,No,1,,No,,,,,,,,,,,,,,,,,,,No,No,No,,No,No,2582,No,,,,,,,,,Emily 
114,2017-08-10,TE,0,2,Yes,No,No,No,0,3,blue unicorn,Yes,No,No,No,No,No,1,,No,,,,,,,,,,,,,,,,,,,No,No,No,,No,No,2639,Yes,0,,,1,1,0,0,,Emily 
115,2017-08-10,TE,0,2,Yes,No,No,No,0,3,white tab,Yes,No,No,No,No,No,1,,No,,,,,,,,,,,,,,,,,,,No,No,No,,No,No,2638,Yes,0,,,1,1,0,1,,Emily 
116,2017-08-10,TE,0,2,Yes,No,No,No,1,3,colored tab,Yes,No,No,No,No,No,1,,No,,,,,,,,,,,,,,,,,,,No,No,No,,No,No,2637,Yes,0,,,1,0,0,0,,Emily 
117,2017-08-10,TE,0,2,Yes,No,No,No,0,3,white background with purple and green lines (geometric),Yes,No,No,No,No,No,1,,No,,,,,,,,,,,,,,,,,,,No,No,No,,No,No,2617,Yes,0,,,1,1,0,0,,Emily 
118,2017-08-10,TE,0,2,Yes,No,No,No,0,3,coloured squares with white L in corner,Yes,No,No,No,No,No,1,,No,,,,,,,,,,,,,,,,,,,No,No,No,,No,No,2625,Yes,0,,,1,1,0,0,,Emily 
119,2017-08-10,T.E.,0,2,No,No,Yes,No,0,3,,Yes,No,No,No,No,No,1,,No,,,,,,,,,,,,,,,,,,4,No,No,No,,No,No,2613,Yes,0,,,1,1,0,0,,Emily 
120,2017-08-10,T.E.,0,0,No,No,Yes,No,1,3,white tab,Yes,No,No,No,No,No,1,,No,,,,,,,,,,,,,,,,,,1,No,No,No,,No,No,2608,Yes,0,,,1,1,0,7,,Emily 
121,2017-08-10,T.E.,0,2,Yes,Yes,No,No,1,3,,Yes,No,No,No,No,No,1,,No,,,,,,,,,,,,,,,,,,1,No,No,No,,No,No,2530,Yes,0,,,1,1,1,0,,Emily 
122,2017-08-10,T.E.,0,0,Yes,Yes,No,No,0,3,grateful dead dancing bears,Yes,No,No,No,No,No,1,,No,,,,,,,,,,,,,,,,,,3,No,No,No,,No,No,2606,Yes,0,,,1,1,1,0,,Emily 
123,2017-08-10,RSD,0,2,Yes,No,No,No,0,3,mandala on side,No,Yes,No,No,No,No,1,,No,,,,,,,,,,,,,,,,,,,No,No,No,,No,No,2453,Yes,0,,,1,,0,0,,Emily 
124,2017-08-10,RSD,0,2,No,Yes,No,No,0,0,,No,No,No,No,No,No,0,,No,,,,,,,,,,,,,,,,,,2,Yes,No,No,,No,Yes,2466,Yes,1,,,1,1,0,0,,Emily 
125,2017-08-10,G.F.,0,2,Yes,No,No,No,1,0,off white crystal powder,No,Yes,No,No,No,No,0,,Yes,MDMA,MDMA,,,,,,,,,,,,,,,4,,Yes,Yes,No,possible impurities - no detectable cuts,No,Yes,2509,No,,,,1,1,0,0,,Emily 
126,2017-08-10,SB,0,2,Yes,No,No,No,0,0,,Yes,No,No,No,No,No,0,,Yes,MDMA,MDMA,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,3051,No,,,,1,1,0,0,,Emily 
127,2017-08-10,K.L.,0,2,Yes,No,No,No,1,0,,Yes,No,No,No,No,No,0,,Yes,MDMA,MDMA,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,3128,No,,,,1,1,0,0,,Emily 
128,2017-08-08,JB,0,2,Yes,No,No,No,0,6,white paper tab in foil,Yes,No,No,No,No,No,1,,No,,,,,,,,,,,,,,,,,,,No,No,No,,No,No,3061,Yes,0,,,1,0,0,0,,Emily 
129,2017-08-08,JB,0,0,Yes,Yes,No,No,0,3,dancing bears,Yes,No,No,No,No,No,1,,No,,,,,,,,,,,,,,,,,,4,No,No,No,,No,No,3557,Yes,0,,,1,0,0,0,,Emily 
130,2017-08-08,SB,0,0,Yes,Yes,No,No,0,0,brown chunky powder,No,No,No,No,No,Yes,0,,Yes,MDMA,MDMA,,,,,,,,,,,,,,,4,,No,Yes,No,,No,No,3047,No,,,,1,1,0,0,,Emily 
131,2017-08-08,SB,0,0,Yes,Yes,No,No,0,2,pink lady - 2GB,No,No,No,No,No,Yes,6,,Yes,OTHER,OTHER,2CB,2Cx,,,,,,,,,,,,,4,,No,Yes,No,,No,No,3046,No,,,,1,1,0,0,,Emily 
132,2017-08-09,IG,0,2,No,Yes,No,No,1,0,,No,Yes,No,No,No,No,,,No,KETAMINE,KETAMINE,,,,,,,,,,,,,,,3,4,Yes,Yes,No,,No,Yes,1919,No,,,,1,1,0,2,,Emily 
133,2017-08-09,IC,0,1,Yes,Yes,No,No,1,0,,Yes,No,No,No,No,No,0,,Yes,MDA,MDA,,,OTHER,OTHER,MDEA,MDEA,,,,,,,,,4,,Yes,Yes,No,mdea could be false positive for MDXX (MA),No,Yes,2877,No,,,,,1,0,2,,Emily 
134,2017-08-09,HN,0,2,Yes,Yes,No,No,0,0,,Yes,No,No,No,No,No,3,,Yes,COCAINE HCL,COCAINE,,,,,,,,,,,,,,,4,3,Yes,Yes,No,,No,Yes,1933,No,,,,1,0,0,0,,Emily 
135,2017-08-09,,0,1,Yes,Yes,No,No,1,0,,Yes,No,No,No,No,No,0,,Yes,MDA,MDA,,,OTHER,OTHER,MDEA,MDEA,,,,,,,,,4,3,Yes,Yes,No,MDEA could be false positive for MDXX (MA),No,Yes,1966,No,,,,1,1,0,2,,Emily 
136,2017-08-09,HN,0,0,Yes,No,Yes,No,0,1,,Yes,No,No,No,No,No,6,,No,2CB,OTHER,,2Cx,2-CL,OTHER,,2Cx,,,,,,,,,4,,Yes,No,No,,No,Yes,1926,No,,,,1,0,0,2,,Emily 
137,2017-08-09,HN,0,2,Yes,Yes,No,No,0,0,,Yes,No,No,No,No,No,2,,Yes,KETAMINE,KETAMINE,,,,,,,,,,,,,,,4,3,Yes,Yes,No,,No,Yes,1936,No,,,,1,1,0,0,,Emily 
138,2017-08-09,JA,0,2,Yes,No,No,No,1,1,,Yes,No,No,No,No,No,0,,No,MDMA,MDMA,,,OTHER,OTHER,MANITOL,MANNITOL,,,,,,,,,4,,Yes,Yes,No,50:50:00,No,Yes,1962,No,,,,1,1,0,0,,Emily 
139,2017-08-09,JA,0,2,Yes,Yes,No,No,1,0,,Yes,No,No,No,No,No,2,,Yes,KETAMINE,KETAMINE,,,,,,,,,,,,,,,4,1,Yes,Yes,No,,No,Yes,1918,No,,,,1,1,0,0,,Emily 
140,2017-08-09,,0,2,Yes,No,No,No,1,1,,Yes,No,No,No,No,No,0,,No,,,,,,,,,,,,,,,,,,,Yes,No,No,,No,Yes,1964,No,,,,1,1,0,0,,Emily 
141,2017-08-09,IG,0,1,Yes,Yes,No,No,1,0,,Yes,No,No,No,No,No,0,,Yes,MDA,MDA,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,No,2861,No,,,,,1,0,2,,Emily 
142,2017-08-09,JA,0,2,Yes,Yes,No,No,0,0,obtained last year at shambhala,Yes,No,No,No,No,No,0,,Yes,MDMA,MDMA,,,OTHER,OTHER,SAFFROLE,SAFROLE,,,,,,,,,4,4,Yes,Yes,No,,No,Yes,1912,No,,,,1,1,0,0,,Emily 
143,2017-08-09,JA,0,2,Yes,No,No,No,0,0,,No,Yes,No,No,No,No,3,,Yes,COCAINE,COCAINE,,,BENZOCAINE,OTHER,,BENZOCAINE,,,,,,,,,4,,Yes,Yes,No,66% cocaine and 33% benzocaine,No,Yes,1910,No,,,,1,1,0,0,,Emily 
144,2017-08-09,JA,0,0,Yes,Yes,No,No,0,0,,Yes,No,No,No,No,No,0,,Yes,MDMA,MDMA,,,OTHER,OTHER,SAFFROLE,SAFROLE,,,,,,,,,4,3,Yes,Yes,No,N-ethyl 3-4 MDA. MDMA like substance,No,Yes,1893,No,,,,1,1,0,0,,Emily 
145,2017-08-09,JA,0,2,Yes,No,No,No,1,0,red big capsule,Yes,No,No,No,No,No,0,,Yes,MDA,MDA,,,,,,,,,,,,,,,4,,Yes,Yes,No,,No,Yes,1903,No,,,,1,1,0,0,,Emily 
146,2017-08-09,HN,0,0,Yes,No,No,No,0,0,,No,Yes,No,No,No,No,3,,No,COCAINE HCL,COCAINE,,,INSITOL,OTHER,,INOSITOL,,,,,,,,,2,,Yes,No,No,,No,Yes,3677,No,,,,1,1,0,0,,Emily 
147,2017-08-09,HN,0,2,Yes,Yes,No,No,0,1,,No,Yes,No,No,No,No,0,,Yes,MDMA,MDMA,,,,,,,,,,,,,,,2,1,Yes,Yes,No,,No,Yes,3751,No,,,,1,1,0,0,,Emily 
148,2017-08-09,HN,0,2,Yes,Yes,No,No,0,1,,No,Yes,No,No,No,No,0,,Yes,MDMA,MDMA,,,,,,,,,,,,,,,2,1,Yes,Yes,No,,No,Yes,3750,No,,,,1,1,0,0,,Emily 
149,2017-08-09,HN,0,2,Yes,Yes,No,No,0,,,No,No,No,No,No,No,0,,Yes,MDMA,MDMA,,,,,,,,,,,,,,,2,1,Yes,Yes,No,,No,Yes,2919,No,,,,1,1,0,0,,Emily 
150,2017-08-09,HN,0,0,Yes,No,No,No,0,0,,No,Yes,No,No,No,No,0,,Yes,MDMA,MDMA,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,3680,No,,,,1,1,0,0,,Emily 
151,2017-08-09,HN,0,0,Yes,No,No,No,0,0,red/salmon coloured bag,Yes,No,No,No,No,No,2,,Yes,KETAMINE,KETAMINE,,,,,,,,,,,,,,,2,,Yes,Yes,No,,No,Yes,3668,No,,,,1,1,0,0,,Emily 
